SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,OPPPONENTS
22011,977,21100268,"JAN 25, 2012",LAL vs. LAC,W,39,7,17,0.412,2,4,0.5,8,10,0.8,1,6,7,6,0,0,7,2,24,2,0,LAC
22011,977,21100241,"JAN 22, 2012",LAL vs. IND,L,36,14,30,0.467,0,3,0,5,6,0.833,4,4,8,4,0,0,3,2,33,-3,0,IND
22011,977,21100223,"JAN 20, 2012",LAL @ ORL,L,44,11,22,0.5,1,3,0.333,7,7,1,2,1,3,8,0,0,3,1,30,-7,0,ORL
22011,977,21100213,"JAN 19, 2012",LAL @ MIA,L,41,8,21,0.381,3,6,0.5,5,5,1,1,4,5,7,3,0,2,1,24,-2,0,MIA
22011,977,21100194,"JAN 16, 2012",LAL vs. DAL,W,38,7,22,0.318,0,3,0,0,1,0,0,3,3,7,3,1,4,0,14,5,0,DAL
22011,977,21100180,"JAN 14, 2012",LAL @ LAC,L,44,14,28,0.5,2,5,0.4,12,14,0.857,0,7,7,4,2,1,2,3,42,-9,0,LAC
22011,977,21100169,"JAN 13, 2012",LAL vs. CLE,W,41,15,31,0.484,4,7,0.571,8,10,0.8,3,2,5,3,3,0,6,3,42,11,0,CLE
22011,977,21100151,"JAN 11, 2012",LAL @ UTA,W,43,14,31,0.452,1,3,0.333,11,11,1,1,7,8,4,1,1,3,3,40,10,0,UTA
22011,977,21100141,"JAN 10, 2012",LAL vs. PHX,W,39,18,31,0.581,0,3,0,12,13,0.923,0,5,5,3,3,0,2,2,48,16,0,PHX
22011,977,21100125,"JAN 08, 2012",LAL vs. MEM,W,38,11,22,0.5,1,5,0.2,3,6,0.5,1,1,2,9,0,1,4,0,26,8,0,MEM
22011,977,21100109,"JAN 06, 2012",LAL vs. GSW,W,41,13,28,0.464,1,3,0.333,12,14,0.857,1,3,4,7,0,0,3,1,39,13,0,GSW
22011,977,21100097,"JAN 05, 2012",LAL @ POR,L,36,13,24,0.542,0,4,0,4,5,0.8,2,6,8,3,0,0,4,2,30,-3,0,POR
22011,977,21100081,"JAN 03, 2012",LAL vs. HOU,W,37,14,29,0.483,2,7,0.286,7,9,0.778,2,6,8,6,0,1,2,0,37,1,0,HOU
22011,977,21100063,"JAN 01, 2012",LAL @ DEN,L,37,6,28,0.214,1,8,0.125,3,4,0.75,0,2,2,4,1,0,6,3,16,-17,0,DEN
22011,977,21100050,"DEC 31, 2011",LAL vs. DEN,W,33,6,18,0.333,0,5,0,5,6,0.833,2,8,10,9,1,0,4,4,17,10,0,DEN
22011,977,21100038,"DEC 29, 2011",LAL vs. NYK,W,34,10,17,0.588,1,3,0.333,7,10,0.7,0,4,4,6,1,1,5,3,28,7,0,NYK
22011,977,21100022,"DEC 27, 2011",LAL vs. UTA,W,31,8,17,0.471,3,5,0.6,7,8,0.875,0,8,8,5,1,1,3,1,26,33,0,UTA
22011,977,21100015,"DEC 26, 2011",LAL @ SAC,L,38,10,24,0.417,0,4,0,9,10,0.9,2,3,5,6,2,0,2,4,29,-4,0,SAC
22011,977,21100003,"DEC 25, 2011",LAL vs. CHI,L,35,11,23,0.478,0,1,0,6,7,0.857,0,7,7,6,2,0,8,3,28,-7,0,CHI
22010,977,21001230,"APR 13, 2011",LAL @ SAC,W,38,13,24,0.542,1,2,0.5,9,10,0.9,2,7,9,6,1,1,2,1,36,3,0,SAC
22010,977,21001215,"APR 12, 2011",LAL vs. SAS,W,37,8,21,0.381,2,6,0.333,9,9,1,2,4,6,4,0,0,4,5,27,10,0,SAS
22010,977,21001201,"APR 10, 2011",LAL vs. OKC,L,31,10,19,0.526,2,4,0.5,9,10,0.9,2,2,4,4,3,1,4,3,31,-12,0,OKC
22010,977,21001187,"APR 08, 2011",LAL @ POR,L,32,10,25,0.4,4,8,0.5,0,3,0,1,1,2,4,0,0,3,2,24,-25,0,POR
22010,977,21001173,"APR 06, 2011",LAL @ GSW,L,32,10,20,0.5,1,5,0.2,4,6,0.667,0,2,2,2,4,0,3,1,25,2,0,GSW
22010,977,21001161,"APR 05, 2011",LAL vs. UTA,L,34,6,18,0.333,2,6,0.333,6,6,1,1,2,3,5,0,0,7,5,20,0,0,UTA
22010,977,21001139,"APR 03, 2011",LAL vs. DEN,L,38,10,27,0.37,0,4,0,8,9,0.889,1,3,4,4,3,0,2,1,28,3,0,DEN
22010,977,21001132,"APR 01, 2011",LAL @ UTA,W,31,6,14,0.429,2,4,0.5,7,10,0.7,0,5,5,4,0,0,1,1,21,4,0,UTA
22010,977,21001119,"MAR 31, 2011",LAL vs. DAL,W,30,8,21,0.381,1,5,0.2,11,15,0.733,1,4,5,4,2,0,4,1,28,15,0,DAL
22010,977,21001094,"MAR 27, 2011",LAL vs. NOH,W,36,11,25,0.44,1,6,0.167,7,8,0.875,1,2,3,5,2,0,0,2,30,21,0,NOP
22010,977,21001080,"MAR 25, 2011",LAL vs. LAC,W,35,11,21,0.524,1,5,0.2,14,17,0.824,1,3,4,6,2,0,4,1,37,20,0,LAC
22010,977,21001053,"MAR 22, 2011",LAL vs. PHX,W,48,15,31,0.484,3,5,0.6,9,11,0.818,2,10,12,9,1,0,3,1,42,15,0,PHX
22010,977,21001043,"MAR 20, 2011",LAL vs. POR,W,33,9,20,0.45,2,7,0.286,2,2,1,0,4,4,3,1,1,3,1,22,3,0,POR
22010,977,21001028,"MAR 18, 2011",LAL vs. MIN,W,28,6,17,0.353,2,5,0.4,4,5,0.8,0,4,4,5,1,0,4,2,18,13,0,MIN
22010,977,21000999,"MAR 14, 2011",LAL vs. ORL,W,31,7,19,0.368,0,1,0,2,2,1,1,4,5,4,1,0,1,1,16,7,0,ORL
22010,977,21000982,"MAR 12, 2011",LAL @ DAL,W,33,6,20,0.3,0,3,0,4,4,1,2,3,5,4,3,0,2,1,16,-2,0,DAL
22010,977,21000964,"MAR 10, 2011",LAL @ MIA,L,40,8,21,0.381,4,8,0.5,4,5,0.8,0,2,2,2,1,0,3,3,24,4,0,MIA
22010,977,21000947,"MAR 08, 2011",LAL @ ATL,W,32,8,18,0.444,1,4,0.25,9,11,0.818,1,5,6,4,1,1,1,0,26,22,0,ATL
22010,977,21000932,"MAR 06, 2011",LAL @ SAS,W,31,12,25,0.48,1,3,0.333,1,1,1,3,4,7,5,1,0,1,2,26,28,0,SAS
22010,977,21000924,"MAR 04, 2011",LAL vs. CHA,W,31,10,25,0.4,2,5,0.4,5,6,0.833,0,2,2,3,0,0,3,2,27,14,0,CHA
22010,977,21000900,"MAR 01, 2011",LAL @ MIN,W,32,8,18,0.444,1,4,0.25,7,8,0.875,0,4,4,3,0,0,3,2,24,4,0,MIN
22010,977,21000880,"FEB 27, 2011",LAL @ OKC,W,37,8,22,0.364,1,6,0.167,0,0,0,0,2,2,7,1,0,4,3,17,1,0,OKC
22010,977,21000871,"FEB 25, 2011",LAL vs. LAC,W,27,10,16,0.625,2,5,0.4,2,3,0.667,0,2,2,5,0,0,1,1,24,20,0,LAC
22010,977,21000858,"FEB 23, 2011",LAL @ POR,W,45,14,31,0.452,3,6,0.5,6,7,0.857,1,8,9,6,3,0,3,4,37,8,0,POR
22010,977,21000846,"FEB 22, 2011",LAL vs. ATL,W,26,5,11,0.455,2,4,0.5,8,8,1,0,3,3,5,2,0,1,3,20,28,0,ATL
22010,977,21000827,"FEB 16, 2011",LAL @ CLE,L,39,8,24,0.333,1,6,0.167,0,0,0,1,11,12,2,0,1,7,4,17,5,0,CLE
22010,977,21000812,"FEB 14, 2011",LAL @ CHA,L,35,8,20,0.4,1,4,0.25,3,4,0.75,2,3,5,2,0,1,5,5,20,-16,0,CHA
22010,977,21000805,"FEB 13, 2011",LAL @ ORL,L,33,8,18,0.444,1,4,0.25,0,0,0,1,3,4,5,1,0,2,0,17,-16,0,ORL
22010,977,21000793,"FEB 11, 2011",LAL @ NYK,W,29,12,17,0.706,4,7,0.571,5,8,0.625,4,6,10,2,0,0,5,2,33,4,0,NYK
22010,977,21000783,"FEB 10, 2011",LAL @ BOS,W,38,9,17,0.529,0,1,0,5,6,0.833,1,4,5,4,0,1,3,3,23,12,0,BOS
22010,977,21000759,"FEB 07, 2011",LAL @ MEM,W,38,6,17,0.353,0,1,0,7,7,1,1,6,7,6,2,0,6,1,19,-4,0,MEM
22010,977,21000748,"FEB 05, 2011",LAL @ NOH,W,43,10,22,0.455,4,5,0.8,8,8,1,2,7,9,5,0,1,1,3,32,11,0,NOP
22010,977,21000732,"FEB 03, 2011",LAL vs. SAS,L,35,5,18,0.278,0,3,0,6,6,1,2,7,9,10,0,0,3,3,16,-3,0,SAS
22010,977,21000718,"FEB 01, 2011",LAL vs. HOU,W,45,13,25,0.52,0,3,0,6,7,0.857,1,5,6,11,1,0,4,2,32,2,0,HOU
22010,977,21000702,"JAN 30, 2011",LAL vs. BOS,L,38,16,29,0.552,3,5,0.6,6,7,0.857,0,3,3,0,0,0,2,5,41,-9,0,BOS
22010,977,21000692,"JAN 28, 2011",LAL vs. SAC,L,39,13,27,0.481,2,8,0.25,10,12,0.833,0,4,4,7,3,0,4,2,38,2,0,SAC
22010,977,21000667,"JAN 25, 2011",LAL vs. UTA,W,26,7,11,0.636,0,2,0,7,8,0.875,0,1,1,6,2,0,3,2,21,21,0,UTA
22010,977,21000637,"JAN 21, 2011",LAL @ DEN,W,33,8,15,0.533,0,2,0,2,3,0.667,1,5,6,7,1,0,1,1,18,-2,0,DEN
22010,977,21000621,"JAN 19, 2011",LAL @ DAL,L,36,10,18,0.556,0,2,0,1,2,0.5,1,3,4,10,0,0,3,1,21,-3,0,DAL
22010,977,21000610,"JAN 17, 2011",LAL vs. OKC,W,33,7,12,0.583,1,1,1,6,11,0.545,3,2,5,7,1,0,5,2,21,11,0,OKC
22010,977,21000596,"JAN 16, 2011",LAL @ LAC,L,37,8,17,0.471,1,7,0.143,10,13,0.769,2,7,9,5,2,0,3,0,27,-19,0,LAC
22010,977,21000586,"JAN 14, 2011",LAL vs. NJN,W,36,10,19,0.526,0,1,0,7,9,0.778,1,3,4,4,0,0,0,2,27,13,0,BKN
22010,977,21000571,"JAN 12, 2011",LAL @ GSW,W,36,13,21,0.619,2,5,0.4,11,11,1,1,5,6,4,3,0,6,1,39,-2,0,GSW
22010,977,21000560,"JAN 11, 2011",LAL vs. CLE,W,25,5,10,0.5,1,2,0.5,2,2,1,0,5,5,8,2,0,0,2,13,46,0,CLE
22010,977,21000550,"JAN 09, 2011",LAL vs. NYK,W,36,10,28,0.357,3,6,0.5,4,4,1,0,10,10,5,0,0,4,2,27,26,0,NYK
22010,977,21000535,"JAN 07, 2011",LAL vs. NOH,W,39,10,19,0.526,1,4,0.25,4,5,0.8,0,1,1,4,1,0,0,2,25,1,0,NOP
22010,977,21000521,"JAN 05, 2011",LAL @ PHX,W,36,9,17,0.529,2,6,0.333,4,6,0.667,2,5,7,5,1,0,3,0,24,4,0,PHX
22010,977,21000511,"JAN 04, 2011",LAL vs. DET,W,30,6,18,0.333,0,1,0,5,8,0.625,2,5,7,8,1,0,1,3,17,15,0,DET
22010,977,21000498,"JAN 02, 2011",LAL vs. MEM,L,31,10,22,0.455,1,7,0.143,7,8,0.875,0,2,2,2,2,0,3,2,28,-10,0,MEM
22010,977,21000483,"DEC 31, 2010",LAL vs. PHI,W,35,13,24,0.542,1,3,0.333,6,8,0.75,1,3,4,2,2,0,4,1,33,11,0,PHI
22010,977,21000467,"DEC 29, 2010",LAL @ NOH,W,28,8,14,0.571,0,3,0,4,7,0.571,0,3,3,4,2,0,7,5,20,9,0,NOP
22010,977,21000460,"DEC 28, 2010",LAL @ SAS,L,31,8,27,0.296,3,7,0.429,2,2,1,1,4,5,1,1,0,5,2,21,-15,0,SAS
22010,977,21000435,"DEC 25, 2010",LAL vs. MIA,L,40,6,16,0.375,1,3,0.333,4,5,0.8,1,5,6,7,1,0,4,5,17,-21,0,MIA
22010,977,21000420,"DEC 21, 2010",LAL vs. MIL,L,32,9,16,0.563,0,2,0,3,3,1,1,2,3,2,1,0,4,1,21,-22,0,MIL
22010,977,21000402,"DEC 19, 2010",LAL @ TOR,W,28,6,12,0.5,0,2,0,8,9,0.889,1,2,3,4,0,0,2,3,20,3,0,TOR
22010,977,21000383,"DEC 17, 2010",LAL @ PHI,W,36,3,11,0.273,0,3,0,3,3,1,0,4,4,4,2,0,3,1,9,-1,0,PHI
22010,977,21000367,"DEC 15, 2010",LAL @ IND,W,34,11,18,0.611,4,8,0.5,5,5,1,0,3,3,6,0,0,0,3,31,16,0,IND
22010,977,21000362,"DEC 14, 2010",LAL @ WAS,W,24,7,13,0.538,4,6,0.667,6,10,0.6,0,5,5,4,1,0,1,3,24,6,0,WAS
22010,977,21000351,"DEC 12, 2010",LAL @ NJN,W,35,9,19,0.474,3,6,0.5,11,13,0.846,0,4,4,6,4,0,6,3,32,5,0,BKN
22010,977,21000333,"DEC 10, 2010",LAL @ CHI,L,38,9,23,0.391,1,4,0.25,4,6,0.667,0,5,5,7,3,1,1,3,23,-5,0,CHI
22010,977,21000326,"DEC 08, 2010",LAL @ LAC,W,31,9,15,0.6,1,2,0.5,5,7,0.714,0,2,2,4,1,0,4,0,24,-3,0,LAC
22010,977,21000315,"DEC 07, 2010",LAL vs. WAS,W,35,12,23,0.522,1,6,0.167,7,9,0.778,3,2,5,3,2,0,4,2,32,20,0,WAS
22010,977,21000287,"DEC 03, 2010",LAL vs. SAC,W,27,9,18,0.5,0,0,0,4,8,0.5,1,2,3,4,2,0,1,1,22,19,0,SAC
22010,977,21000269,"DEC 01, 2010",LAL @ HOU,L,31,10,24,0.417,0,3,0,7,7,1,2,2,4,4,4,0,2,4,27,-20,0,HOU
22010,977,21000258,"NOV 30, 2010",LAL @ MEM,L,37,9,25,0.36,1,6,0.167,10,12,0.833,4,3,7,5,1,0,3,2,29,1,0,MEM
22010,977,21000249,"NOV 28, 2010",LAL vs. IND,L,40,14,33,0.424,3,8,0.375,10,13,0.769,2,3,5,4,0,0,3,2,41,-1,0,IND
22010,977,21000231,"NOV 26, 2010",LAL @ UTA,L,34,10,21,0.476,3,5,0.6,8,9,0.889,1,2,3,3,1,0,3,2,31,1,0,UTA
22010,977,21000208,"NOV 23, 2010",LAL vs. CHI,W,37,8,18,0.444,1,2,0.5,3,3,1,0,2,2,5,1,0,4,1,20,3,0,CHI
22010,977,21000194,"NOV 21, 2010",LAL vs. GSW,W,27,7,16,0.438,0,2,0,6,6,1,3,3,6,5,0,0,0,3,20,21,0,GSW
22010,977,21000176,"NOV 19, 2010",LAL @ MIN,W,31,8,27,0.296,1,4,0.25,6,7,0.857,1,7,8,2,1,1,4,1,23,8,0,MIN
22010,977,21000161,"NOV 17, 2010",LAL @ DET,W,32,11,20,0.55,3,6,0.5,8,8,1,1,8,9,4,2,0,3,1,33,24,0,DET
22010,977,21000155,"NOV 16, 2010",LAL @ MIL,W,33,10,23,0.435,0,4,0,11,11,1,0,7,7,3,1,0,3,2,31,3,0,MIL
22010,977,21000143,"NOV 14, 2010",LAL vs. PHX,L,38,11,20,0.55,1,4,0.25,2,2,1,2,7,9,14,1,0,8,3,25,-8,0,PHX
22010,977,21000120,"NOV 11, 2010",LAL @ DEN,L,41,11,32,0.344,3,10,0.3,9,13,0.692,1,2,3,5,1,0,2,4,34,4,0,DEN
22010,977,21000107,"NOV 09, 2010",LAL vs. MIN,W,35,12,28,0.429,2,5,0.4,7,8,0.875,2,4,6,2,2,0,4,2,33,1,0,MIN
22010,977,21000094,"NOV 07, 2010",LAL vs. POR,W,25,3,11,0.273,0,2,0,6,7,0.857,0,2,2,1,0,1,3,4,12,18,0,POR
22010,977,21000079,"NOV 05, 2010",LAL vs. TOR,W,34,6,12,0.5,0,3,0,11,12,0.917,0,4,4,6,3,1,3,2,23,1,0,TOR
22010,977,21000065,"NOV 03, 2010",LAL @ SAC,W,36,9,22,0.409,3,6,0.5,9,10,0.9,1,9,10,12,1,0,1,2,30,22,0,SAC
22010,977,21000053,"NOV 02, 2010",LAL vs. MEM,W,26,7,13,0.538,3,5,0.6,6,8,0.75,1,4,5,1,1,0,2,2,23,6,0,MEM
22010,977,21000043,"OCT 31, 2010",LAL vs. GSW,W,27,8,16,0.5,1,4,0.25,3,4,0.75,2,5,7,2,0,0,4,1,20,21,0,GSW
22010,977,21000030,"OCT 29, 2010",LAL @ PHX,W,34,9,19,0.474,2,5,0.4,5,5,1,1,6,7,3,0,0,3,1,25,9,0,PHX
22010,977,21000003,"OCT 26, 2010",LAL vs. HOU,W,37,8,20,0.4,0,3,0,11,12,0.917,0,5,5,7,1,0,1,1,27,-8,0,HOU
22009,977,20901196,"APR 11, 2010",LAL vs. POR,L,40,8,23,0.348,3,6,0.5,1,3,0.333,0,4,4,2,0,0,1,1,20,-3,0,POR
22009,977,20901142,"APR 04, 2010",LAL vs. SAS,L,41,8,24,0.333,2,6,0.333,4,6,0.667,3,5,8,6,0,0,4,3,22,-17,0,SAS
22009,977,20901131,"APR 02, 2010",LAL vs. UTA,W,37,5,23,0.217,0,4,0,15,18,0.833,3,3,6,3,1,0,2,5,25,20,0,UTA
22009,977,20901107,"MAR 31, 2010",LAL @ ATL,L,42,12,21,0.571,2,3,0.667,2,6,0.333,0,3,3,4,0,0,2,2,28,-15,0,ATL
22009,977,20901099,"MAR 29, 2010",LAL @ NOH,L,41,10,18,0.556,2,5,0.4,9,11,0.818,2,3,5,6,1,0,3,5,31,-9,0,NOP
22009,977,20901085,"MAR 27, 2010",LAL @ HOU,W,36,7,14,0.5,1,2,0.5,2,3,0.667,1,8,9,9,1,0,5,2,17,17,0,HOU
22009,977,20901078,"MAR 26, 2010",LAL @ OKC,L,30,4,11,0.364,0,2,0,3,3,1,1,5,6,3,1,0,9,4,11,-22,0,OKC
22009,977,20901066,"MAR 24, 2010",LAL @ SAS,W,42,11,16,0.688,2,2,1,0,0,0,1,3,4,6,0,0,3,1,24,-3,0,SAS
22009,977,20901041,"MAR 21, 2010",LAL vs. WAS,W,40,10,17,0.588,4,7,0.571,0,0,0,0,3,3,4,0,0,3,2,24,16,0,WAS
22009,977,20901028,"MAR 19, 2010",LAL vs. MIN,W,34,4,11,0.364,1,5,0.2,13,14,0.929,0,4,4,13,4,0,5,3,22,9,0,MIN
22009,977,20901004,"MAR 16, 2010",LAL @ SAC,W,41,10,26,0.385,2,5,0.4,8,14,0.571,3,6,9,7,0,0,3,2,30,15,0,SAC
22009,977,20900995,"MAR 15, 2010",LAL @ GSW,W,40,9,18,0.5,2,4,0.5,9,11,0.818,1,2,3,4,2,0,9,2,29,7,0,GSW
22009,977,20900974,"MAR 12, 2010",LAL @ PHX,W,42,7,16,0.438,1,5,0.2,6,9,0.667,1,9,10,8,1,0,7,2,21,15,0,PHX
22009,977,20900952,"MAR 09, 2010",LAL vs. TOR,W,37,11,20,0.55,0,1,0,10,11,0.909,1,5,6,6,1,0,4,4,32,3,0,TOR
22009,977,20900935,"MAR 07, 2010",LAL @ ORL,L,40,12,30,0.4,2,5,0.4,8,8,1,2,5,7,7,3,0,1,3,34,-2,0,ORL
22009,977,20900914,"MAR 05, 2010",LAL @ CHA,L,42,9,21,0.429,0,4,0,8,9,0.889,2,3,5,2,0,0,3,4,26,-14,0,CHA
22009,977,20900912,"MAR 04, 2010",LAL @ MIA,L,46,15,28,0.536,2,7,0.286,7,10,0.7,0,2,2,4,1,1,2,3,39,3,0,MIA
22009,977,20900898,"MAR 02, 2010",LAL vs. IND,W,30,5,14,0.357,0,4,0,14,15,0.933,0,4,4,6,2,0,3,1,24,18,0,IND
22009,977,20900879,"FEB 28, 2010",LAL vs. DEN,W,43,3,17,0.176,0,2,0,8,8,1,1,4,5,12,3,2,5,1,14,11,0,DEN
22009,977,20900869,"FEB 26, 2010",LAL vs. PHI,W,42,7,16,0.438,0,1,0,5,6,0.833,1,3,4,8,2,0,3,2,19,9,0,PHI
22009,977,20900852,"FEB 24, 2010",LAL @ DAL,L,40,9,23,0.391,0,3,0,2,2,1,1,4,5,2,2,0,2,4,20,-3,0,DAL
22009,977,20900841,"FEB 23, 2010",LAL @ MEM,W,40,13,19,0.684,3,4,0.75,3,3,1,0,7,7,6,3,2,2,2,32,3,0,MEM
22009,977,20900740,"FEB 05, 2010",LAL vs. DEN,L,39,11,22,0.5,4,8,0.5,7,8,0.875,0,9,9,0,1,0,5,4,33,4,0,DEN
22009,977,20900727,"FEB 03, 2010",LAL vs. CHA,W,37,2,12,0.167,1,5,0.2,0,2,0,0,2,2,6,2,0,0,4,5,1,0,CHA
22009,977,20900706,"FEB 01, 2010",LAL @ MEM,L,40,16,28,0.571,4,7,0.571,8,13,0.615,0,3,3,3,0,0,3,1,44,5,0,MEM
22009,977,20900696,"JAN 31, 2010",LAL @ BOS,W,45,8,20,0.4,1,3,0.333,2,4,0.5,0,3,3,6,0,0,4,1,19,6,0,BOS
22009,977,20900678,"JAN 29, 2010",LAL @ PHI,W,40,10,22,0.455,0,4,0,4,6,0.667,1,3,4,3,4,2,3,3,24,4,0,PHI
22009,977,20900664,"JAN 27, 2010",LAL @ IND,W,35,10,15,0.667,3,4,0.75,6,8,0.75,2,7,9,7,1,1,1,1,29,15,0,IND
22009,977,20900658,"JAN 26, 2010",LAL @ WAS,W,37,8,15,0.533,2,7,0.286,8,9,0.889,0,4,4,8,1,0,6,2,26,13,0,WAS
22009,977,20900648,"JAN 24, 2010",LAL @ TOR,L,40,11,24,0.458,1,6,0.167,4,4,1,3,13,16,9,1,1,4,1,27,0,0,TOR
22009,977,20900632,"JAN 22, 2010",LAL @ NYK,W,42,8,24,0.333,3,9,0.333,8,8,1,0,5,5,6,1,0,3,4,27,8,0,NYK
22009,977,20900621,"JAN 21, 2010",LAL @ CLE,L,40,12,31,0.387,2,6,0.333,5,8,0.625,1,1,2,4,0,0,3,2,31,-8,0,CLE
22009,977,20900605,"JAN 18, 2010",LAL vs. ORL,W,44,4,19,0.211,0,3,0,3,4,0.75,0,5,5,7,0,0,2,2,11,-3,0,ORL
22009,977,20900582,"JAN 15, 2010",LAL vs. LAC,W,37,10,20,0.5,4,7,0.571,6,8,0.75,0,2,2,3,1,0,1,2,30,41,0,LAC
22009,977,20900564,"JAN 13, 2010",LAL @ DAL,W,35,5,11,0.455,0,2,0,0,0,0,0,2,2,1,1,0,0,2,10,4,0,DAL
22009,977,20900556,"JAN 12, 2010",LAL @ SAS,L,32,7,10,0.7,1,1,1,1,1,1,0,1,1,3,0,0,3,0,16,-6,0,SAS
22009,977,20900543,"JAN 10, 2010",LAL vs. MIL,W,29,4,21,0.19,0,3,0,4,6,0.667,2,3,5,1,2,0,1,4,12,14,0,MIL
22009,977,20900527,"JAN 08, 2010",LAL @ POR,L,41,14,37,0.378,2,8,0.25,2,4,0.5,3,4,7,7,0,1,5,4,32,-5,0,POR
22009,977,20900516,"JAN 06, 2010",LAL @ LAC,L,40,10,30,0.333,2,7,0.286,11,15,0.733,1,2,3,8,3,0,2,0,33,-15,0,LAC
22009,977,20900506,"JAN 05, 2010",LAL vs. HOU,W,43,9,23,0.391,1,1,1,3,4,0.75,0,3,3,3,1,1,4,4,22,14,0,HOU
22009,977,20900493,"JAN 03, 2010",LAL vs. DAL,W,32,6,12,0.5,1,4,0.25,2,2,1,0,3,3,8,0,1,4,2,15,39,0,DAL
22009,977,20900476,"JAN 01, 2010",LAL vs. SAC,W,47,13,27,0.481,5,7,0.714,8,11,0.727,0,5,5,5,1,0,3,3,39,1,0,SAC
22009,977,20900458,"DEC 29, 2009",LAL vs. GSW,W,43,13,27,0.481,2,6,0.333,16,16,1,1,3,4,11,1,0,1,2,44,7,0,GSW
22009,977,20900448,"DEC 28, 2009",LAL @ PHX,L,36,14,26,0.538,1,5,0.2,5,6,0.833,0,7,7,2,0,0,1,0,34,-7,0,PHX
22009,977,20900437,"DEC 26, 2009",LAL @ SAC,W,51,16,30,0.533,4,8,0.5,2,2,1,1,6,7,4,4,0,5,4,38,9,0,SAC
22009,977,20900426,"DEC 25, 2009",LAL vs. CLE,L,45,11,33,0.333,1,3,0.333,12,12,1,3,7,10,8,1,1,4,3,35,-18,0,CLE
22009,977,20900413,"DEC 22, 2009",LAL vs. OKC,W,44,14,26,0.538,0,3,0,12,14,0.857,1,7,8,6,2,0,5,5,40,5,0,OKC
22009,977,20900396,"DEC 20, 2009",LAL @ DET,W,39,11,23,0.478,1,4,0.25,5,8,0.625,1,2,3,4,5,0,2,2,28,19,0,DET
22009,977,20900388,"DEC 19, 2009",LAL @ NJN,W,35,12,23,0.522,1,5,0.2,4,6,0.667,2,8,10,5,2,1,2,3,29,24,0,BKN
22009,977,20900363,"DEC 16, 2009",LAL @ MIL,W,50,13,28,0.464,1,3,0.333,12,12,1,0,7,7,4,0,0,7,4,39,2,0,MIL
22009,977,20900354,"DEC 15, 2009",LAL @ CHI,W,39,15,26,0.577,1,5,0.2,11,15,0.733,0,2,2,3,3,0,8,2,42,-3,0,CHI
22009,977,20900337,"DEC 12, 2009",LAL @ UTA,L,37,7,24,0.292,1,9,0.111,1,1,1,1,5,6,5,1,0,1,2,16,6,0,UTA
22009,977,20900329,"DEC 11, 2009",LAL vs. MIN,W,34,8,18,0.444,1,3,0.333,3,4,0.75,0,5,5,5,1,0,4,2,20,3,0,MIN
22009,977,20900316,"DEC 09, 2009",LAL vs. UTA,W,38,10,19,0.526,1,3,0.333,6,8,0.75,0,6,6,8,2,2,2,2,27,14,0,UTA
22009,977,20900295,"DEC 06, 2009",LAL vs. PHX,W,36,9,16,0.563,2,4,0.5,6,8,0.75,2,5,7,3,1,0,1,2,26,12,0,PHX
22009,977,20900281,"DEC 04, 2009",LAL vs. MIA,W,42,12,25,0.48,2,3,0.667,7,8,0.875,3,4,7,3,3,0,2,5,33,4,0,MIA
22009,977,20900258,"DEC 01, 2009",LAL vs. NOH,W,33,5,11,0.455,2,5,0.4,6,6,1,0,3,3,4,2,0,1,3,18,16,0,NOP
22009,977,20900248,"NOV 29, 2009",LAL vs. NJN,W,29,11,17,0.647,5,8,0.625,3,5,0.6,0,8,8,7,2,1,4,5,30,25,0,BKN
22009,977,20900238,"NOV 28, 2009",LAL @ GSW,W,32,8,20,0.4,1,3,0.333,3,3,1,2,4,6,6,5,0,2,3,20,18,0,GSW
22009,977,20900207,"NOV 24, 2009",LAL vs. NYK,W,41,14,20,0.7,1,4,0.25,5,7,0.714,0,5,5,4,3,0,4,0,34,25,0,NYK
22009,977,20900197,"NOV 22, 2009",LAL vs. OKC,W,32,11,23,0.478,0,2,0,4,4,1,2,4,6,7,2,0,0,1,26,30,0,OKC
22009,977,20900172,"NOV 19, 2009",LAL vs. CHI,W,38,7,21,0.333,0,2,0,7,8,0.875,1,8,9,8,0,1,2,3,21,17,0,CHI
22009,977,20900157,"NOV 17, 2009",LAL vs. DET,W,39,17,29,0.586,1,3,0.333,5,5,1,4,1,5,5,3,0,3,5,40,18,0,DET
22009,977,20900146,"NOV 15, 2009",LAL vs. HOU,L,39,5,20,0.25,0,3,0,8,9,0.889,1,0,1,3,3,0,4,0,18,-7,0,HOU
22009,977,20900131,"NOV 13, 2009",LAL @ DEN,L,34,7,17,0.412,1,3,0.333,4,4,1,2,1,3,2,1,0,4,1,19,-14,0,DEN
22009,977,20900123,"NOV 12, 2009",LAL vs. PHX,W,33,13,21,0.619,0,0,0,3,4,0.75,1,3,4,4,0,0,4,4,29,24,0,PHX
22009,977,20900097,"NOV 08, 2009",LAL vs. NOH,W,34,11,21,0.524,0,2,0,6,6,1,0,2,2,1,1,0,5,3,28,20,0,NOP
